timestamp,bvp,eda,temp,PPG GREEN
1675335480.0,14.65,1.381045,33.65,2240782.0
1675335480.015625,17.52,1.379764,33.63,2239866.0
1675335480.03125,19.76,1.37336,33.63,2232404.0
1675335480.046875,21.34,1.369518,33.63,2237053.0
1675335480.0625,22.32,1.37208,33.63,2227467.0
1675335480.078125,22.83,1.37208,33.66,2222438.0
1675335480.09375,22.97,1.378483,33.66,2217567.0
1675335480.109375,22.8,1.366957,33.66,2214285.0
1675335480.125,22.34,1.365676,33.66,2211406.0
1675335480.140625,21.66,1.377203,33.65,2208609.0
1675335480.15625,20.92,1.366957,33.65,2206732.0
1675335480.171875,20.31,1.375922,33.65,2204943.0
1675335480.1875,19.95,1.39001,33.65,2203419.0
1675335480.203125,19.85,1.393852,33.65,2202755.0
1675335480.21875,19.81,1.395133,33.65,2202003.0
1675335480.234375,19.59,1.392571,33.65,2201644.0
1675335480.25,18.97,1.395133,33.65,2201505.0
1675335480.265625,17.86,1.393852,33.65,2201426.0
1675335480.28125,16.3,1.396413,33.65,2201891.0
1675335480.296875,14.39,1.396413,33.65,2203141.0
1675335480.3125,12.23,1.397694,33.65,2203957.0
1675335480.328125,9.88,1.393852,33.63,2205294.0
1675335480.34375,7.43,1.395133,33.63,2204631.0
1675335480.359375,5.01,1.39129,33.63,2202877.0
1675335480.375,2.82,1.393852,33.63,2197107.0
1675335480.390625,1.01,1.400255,33.61,2189653.0
1675335480.40625,-0.37,1.404098,33.61,2181120.0
1675335480.421875,-1.55,1.410501,33.61,2174666.0
1675335480.4375,-2.92,1.410501,33.61,2169361.0
1675335480.453125,-4.84,1.411782,33.63,2163605.0
1675335480.46875,-7.51,1.40794,33.63,2158328.0
1675335480.484375,-10.83,1.402817,33.63,2154896.0
1675335480.5,-14.43,1.40794,33.63,2153123.0
1675335480.515625,-17.9,1.400255,33.63,2152580.0
1675335480.53125,-20.97,1.39129,33.63,2153620.0
1675335480.546875,-23.59,1.39001,33.63,2155194.0
1675335480.5625,-25.93,1.382325,33.63,2154553.0
1675335480.578125,-28.2,1.375922,33.61,2153724.0
1675335480.59375,-30.6,1.382325,33.61,2153097.0
1675335480.609375,-33.23,1.386168,33.61,2153025.0
1675335480.625,-36.09,1.404098,33.61,2153045.0
1675335480.640625,-39.13,1.419466,33.59,2151907.0
1675335480.65625,-42.14,1.432273,33.59,2148258.0
1675335480.671875,-44.78,1.451484,33.59,2144043.0
1675335480.6875,-46.51,1.465572,33.59,2139265.0
1675335480.703125,-46.73,1.478379,33.61,2134067.0
1675335480.71875,-45.02,1.489905,33.61,2129274.0
1675335480.734375,-41.3,1.493748,33.61,2125487.0
1675335480.75,-35.93,1.491186,33.61,2122416.0
1675335480.765625,-29.51,1.47966,33.61,2119601.0
1675335480.78125,-22.77,1.470695,33.61,2116557.0
1675335480.796875,-16.19,1.465572,33.61,2114184.0
1675335480.8125,-9.99,1.452765,33.61,2112347.0
1675335480.828125,-4.11,1.4438,33.59,2110993.0
1675335480.84375,1.56,1.439958,33.59,2109907.0
1675335480.859375,7.07,1.42715,33.59,2109497.0
1675335480.875,12.28,1.423308,33.59,2109589.0
1675335480.890625,16.91,1.418185,33.61,2110308.0
1675335480.90625,20.69,1.415624,33.61,2112731.0
1675335480.921875,23.48,1.416905,33.61,2115972.0
1675335480.9375,25.34,1.420747,33.61,2119617.0
1675335480.953125,26.49,1.418185,33.61,2122542.0
1675335480.96875,27.24,1.419466,33.61,2122268.0
1675335480.984375,27.74,1.422028,33.61,2120747.0
1675335481.0,28.08,1.418185,33.61,2119019.0
1675335481.015625,28.22,1.411782,33.61,2117264.0
1675335481.03125,28.18,1.410501,33.61,2115919.0
1675335481.046875,28.04,1.413063,33.61,2114551.0
1675335481.0625,27.99,1.40794,33.61,2114630.0
1675335481.078125,28.13,1.406659,33.61,2114513.0
1675335481.09375,28.47,1.40922,33.61,2114516.0
1675335481.109375,28.82,1.424589,33.61,2114568.0
1675335481.125,28.86,1.439958,33.61,2114766.0
1675335481.140625,28.35,1.468133,33.59,2115050.0
1675335481.15625,27.21,1.478379,33.59,2116086.0
1675335481.171875,25.53,1.505274,33.59,2117387.0
1675335481.1875,23.55,1.506555,33.59,2118333.0
1675335481.203125,21.43,1.495028,33.59,2119075.0
1675335481.21875,19.28,1.492467,33.59,2119646.0
1675335481.234375,17.03,1.492467,33.59,2120550.0
1675335481.25,14.57,1.486063,33.59,2121700.0
1675335481.265625,11.83,1.477098,33.59,2122517.0
1675335481.28125,8.82,1.471975,33.59,2121590.0
1675335481.296875,5.59,1.470695,33.59,2118981.0
1675335481.3125,2.26,1.47966,33.59,2116900.0
1675335481.328125,-1.09,1.489905,33.59,2114439.0
1675335481.34375,-4.4,1.491186,33.59,2112187.0
1675335481.359375,-7.7,1.489905,33.59,2110620.0
1675335481.375,-11.11,1.484783,33.59,2110142.0
1675335481.390625,-14.84,1.483502,33.57,2109853.0
1675335481.40625,-19.18,1.477098,33.57,2109674.0
1675335481.421875,-24.34,1.470695,33.57,2110008.0
1675335481.4375,-30.33,1.466853,33.57,2110576.0
1675335481.453125,-36.78,1.464291,33.57,2111271.0
1675335481.46875,-42.95,1.455326,33.57,2112465.0
1675335481.484375,-47.87,1.450203,33.57,2113450.0
1675335481.5,-50.65,1.446361,33.57,2114997.0
1675335481.515625,-50.69,1.44508,33.57,2116146.0
1675335481.53125,-47.87,1.44508,33.57,2117367.0
1675335481.546875,-42.5,1.447642,33.57,2118350.0
1675335481.5625,-35.2,1.4438,33.57,2119392.0
1675335481.578125,-26.65,1.438677,33.57,2122531.0
1675335481.59375,-17.47,1.439958,33.57,2124013.0
1675335481.609375,-8.14,1.437396,33.57,2123572.0
1675335481.625,0.95,1.441238,33.57,2122356.0
1675335481.640625,9.54,1.430993,33.57,2121530.0
1675335481.65625,17.45,1.430993,33.57,2120585.0
1675335481.671875,24.55,1.424589,33.57,2120116.0
1675335481.6875,30.7,1.42715,33.57,2120487.0
1675335481.703125,35.68,1.428431,33.59,2121238.0
1675335481.71875,39.31,1.430993,33.59,2122742.0
1675335481.734375,41.42,1.434835,33.59,2125346.0
1675335481.75,42.04,1.433554,33.59,2128130.0
1675335481.765625,41.45,1.430993,33.57,2130519.0
1675335481.78125,40.1,1.430993,33.57,2132421.0
1675335481.796875,38.44,1.429712,33.57,2134317.0
1675335481.8125,36.71,1.442519,33.57,2135602.0
1675335481.828125,34.91,1.4438,33.57,2136032.0
1675335481.84375,32.82,1.439958,33.57,2136413.0
1675335481.859375,30.18,1.439958,33.57,2138168.0
1675335481.875,26.87,1.438677,33.57,2140312.0
1675335481.890625,22.97,1.4438,33.55,2143245.0
1675335481.90625,18.65,1.447642,33.55,2145507.0
1675335481.921875,14.12,1.446361,33.55,2147308.0
1675335481.9375,9.46,1.44508,33.55,2150326.0
1675335481.953125,4.77,1.446361,33.55,2153603.0
1675335481.96875,0.08,1.4438,33.55,2157025.0
1675335481.984375,-4.55,1.441238,33.55,2160918.0
1675335482.0,-9.1,1.438677,33.55,2162540.0
1675335482.015625,-13.72,1.447642,33.57,2161404.0
1675335482.03125,-18.69,1.457888,33.57,2159631.0
1675335482.046875,-24.3,1.460449,33.57,2157761.0
1675335482.0625,-30.66,1.456607,33.57,2156165.0
1675335482.078125,-37.54,1.460449,33.57,2154695.0
1675335482.09375,-44.3,1.452765,33.57,2152777.0
1675335482.109375,-50.12,1.450203,33.57,2152090.0
1675335482.125,-54.19,1.447642,33.57,2151389.0
