bvp,time,sensor,phase,eda,temp,PPG GREEN
62.9,1708002920.03125,empatica_bvp,baseline,,,
57.12,1708002920.046875,empatica_bvp,baseline,,,
50.88,1708002920.0625,empatica_bvp,baseline,,,
44.65,1708002920.078125,empatica_bvp,baseline,,,
38.87,1708002920.09375,empatica_bvp,baseline,,,
33.86,1708002920.109375,empatica_bvp,baseline,,,
29.76,1708002920.125,empatica_bvp,baseline,,,
26.56,1708002920.140625,empatica_bvp,baseline,,,
24.13,1708002920.15625,empatica_bvp,baseline,,,
22.34,1708002920.171875,empatica_bvp,baseline,,,
21.01,1708002920.1875,empatica_bvp,baseline,,,
19.95,1708002920.203125,empatica_bvp,baseline,,,
18.92,1708002920.21875,empatica_bvp,baseline,,,
17.63,1708002920.234375,empatica_bvp,baseline,,,
15.8,1708002920.25,empatica_bvp,baseline,,,
13.22,1708002920.265625,empatica_bvp,baseline,,,
9.83,1708002920.28125,empatica_bvp,baseline,,,
5.74,1708002920.296875,empatica_bvp,baseline,,,
1.23,1708002920.3125,empatica_bvp,baseline,,,
-3.24,1708002920.328125,empatica_bvp,baseline,,,
-7.15,1708002920.34375,empatica_bvp,baseline,,,
-9.99,1708002920.359375,empatica_bvp,baseline,,,
-11.44,1708002920.375,empatica_bvp,baseline,,,
-11.48,1708002920.390625,empatica_bvp,baseline,,,
-10.41,1708002920.40625,empatica_bvp,baseline,,,
-8.85,1708002920.421875,empatica_bvp,baseline,,,
-7.5,1708002920.4375,empatica_bvp,baseline,,,
-7.0,1708002920.453125,empatica_bvp,baseline,,,
-7.76,1708002920.46875,empatica_bvp,baseline,,,
-9.87,1708002920.484375,empatica_bvp,baseline,,,
-13.14,1708002920.5,empatica_bvp,baseline,,,
-17.16,1708002920.515625,empatica_bvp,baseline,,,
-21.44,1708002920.53125,empatica_bvp,baseline,,,
-25.56,1708002920.546875,empatica_bvp,baseline,,,
-29.3,1708002920.5625,empatica_bvp,baseline,,,
-32.74,1708002920.578125,empatica_bvp,baseline,,,
-36.23,1708002920.59375,empatica_bvp,baseline,,,
-40.26,1708002920.609375,empatica_bvp,baseline,,,
-45.19,1708002920.625,empatica_bvp,baseline,,,
-51.12,1708002920.640625,empatica_bvp,baseline,,,
-57.77,1708002920.65625,empatica_bvp,baseline,,,
-64.49,1708002920.671875,empatica_bvp,baseline,,,
-70.43,1708002920.6875,empatica_bvp,baseline,,,
-74.74,1708002920.703125,empatica_bvp,baseline,,,
-76.75,1708002920.71875,empatica_bvp,baseline,,,
-76.11,1708002920.734375,empatica_bvp,baseline,,,
-72.95,1708002920.75,empatica_bvp,baseline,,,
-67.86,1708002920.765625,empatica_bvp,baseline,,,
-61.9,1708002920.78125,empatica_bvp,baseline,,,
-56.38,1708002920.796875,empatica_bvp,baseline,,,
-52.46,1708002920.8125,empatica_bvp,baseline,,,
-50.71,1708002920.828125,empatica_bvp,baseline,,,
-50.87,1708002920.84375,empatica_bvp,baseline,,,
-51.82,1708002920.859375,empatica_bvp,baseline,,,
-52.0,1708002920.875,empatica_bvp,baseline,,,
-49.85,1708002920.890625,empatica_bvp,baseline,,,
-44.38,1708002920.90625,empatica_bvp,baseline,,,
-35.51,1708002920.921875,empatica_bvp,baseline,,,
-24.08,1708002920.9375,empatica_bvp,baseline,,,
-11.51,1708002920.953125,empatica_bvp,baseline,,,
0.69,1708002920.96875,empatica_bvp,baseline,,,
11.5,1708002920.984375,empatica_bvp,baseline,,,
20.79,1708002921.0,empatica_bvp,baseline,,,
29.6,1708002921.015625,empatica_bvp,baseline,,,
39.79,1708002921.03125,empatica_bvp,baseline,,,
