bvp,time,sensor,phase,eda,temp,PPG GREEN
-42.7,1596631745.203125,empatica_bvp,baseline,,,
-42.62,1596631745.21875,empatica_bvp,baseline,,,
-40.8,1596631745.234375,empatica_bvp,baseline,,,
-37.12,1596631745.25,empatica_bvp,baseline,,,
-31.81,1596631745.265625,empatica_bvp,baseline,,,
-25.42,1596631745.28125,empatica_bvp,baseline,,,
-18.87,1596631745.296875,empatica_bvp,baseline,,,
-13.14,1596631745.3125,empatica_bvp,baseline,,,
-8.95,1596631745.328125,empatica_bvp,baseline,,,
-6.51,1596631745.34375,empatica_bvp,baseline,,,
-5.56,1596631745.359375,empatica_bvp,baseline,,,
-5.51,1596631745.375,empatica_bvp,baseline,,,
-5.68,1596631745.390625,empatica_bvp,baseline,,,
-5.53,1596631745.40625,empatica_bvp,baseline,,,
-4.81,1596631745.421875,empatica_bvp,baseline,,,
-3.8,1596631745.4375,empatica_bvp,baseline,,,
-2.88,1596631745.453125,empatica_bvp,baseline,,,
-2.34,1596631745.46875,empatica_bvp,baseline,,,
-2.07,1596631745.484375,empatica_bvp,baseline,,,
-1.68,1596631745.5,empatica_bvp,baseline,,,
-0.66,1596631745.515625,empatica_bvp,baseline,,,
1.39,1596631745.53125,empatica_bvp,baseline,,,
4.54,1596631745.546875,empatica_bvp,baseline,,,
8.49,1596631745.5625,empatica_bvp,baseline,,,
12.4,1596631745.578125,empatica_bvp,baseline,,,
15.48,1596631745.59375,empatica_bvp,baseline,,,
17.31,1596631745.609375,empatica_bvp,baseline,,,
18.04,1596631745.625,empatica_bvp,baseline,,,
18.18,1596631745.640625,empatica_bvp,baseline,,,
18.23,1596631745.65625,empatica_bvp,baseline,,,
18.46,1596631745.671875,empatica_bvp,baseline,,,
18.89,1596631745.6875,empatica_bvp,baseline,,,
19.5,1596631745.703125,empatica_bvp,baseline,,,
19.49,1596631745.71875,empatica_bvp,baseline,,,
18.39,1596631745.734375,empatica_bvp,baseline,,,
16.48,1596631745.75,empatica_bvp,baseline,,,
14.7,1596631745.765625,empatica_bvp,baseline,,,
14.0,1596631745.78125,empatica_bvp,baseline,,,
14.74,1596631745.796875,empatica_bvp,baseline,,,
16.74,1596631745.8125,empatica_bvp,baseline,,,
19.52,1596631745.828125,empatica_bvp,baseline,,,
22.85,1596631745.84375,empatica_bvp,baseline,,,
24.94,1596631745.859375,empatica_bvp,baseline,,,
24.54,1596631745.875,empatica_bvp,baseline,,,
21.61,1596631745.890625,empatica_bvp,baseline,,,
17.45,1596631745.90625,empatica_bvp,baseline,,,
13.71,1596631745.921875,empatica_bvp,baseline,,,
11.41,1596631745.9375,empatica_bvp,baseline,,,
10.89,1596631745.953125,empatica_bvp,baseline,,,
11.99,1596631745.96875,empatica_bvp,baseline,,,
14.62,1596631745.984375,empatica_bvp,baseline,,,
15.64,1596631746.0,empatica_bvp,baseline,,,
12.29,1596631746.015625,empatica_bvp,baseline,,,
3.42,1596631746.03125,empatica_bvp,baseline,,,
-9.77,1596631746.046875,empatica_bvp,baseline,,,
-25.0,1596631746.0625,empatica_bvp,baseline,,,
-40.23,1596631746.078125,empatica_bvp,baseline,,,
-54.06,1596631746.09375,empatica_bvp,baseline,,,
-66.06,1596631746.109375,empatica_bvp,baseline,,,
-75.99,1596631746.125,empatica_bvp,baseline,,,
-88.21,1596631746.140625,empatica_bvp,baseline,,,
-106.98,1596631746.15625,empatica_bvp,baseline,,,
-134.82,1596631746.171875,empatica_bvp,baseline,,,
