bvp,time,sensor,phase,eda,temp,PPG GREEN
3.48,1588332962.59375,empatica_bvp,baseline,,,
-4.66,1588332962.609375,empatica_bvp,baseline,,,
-15.59,1588332962.625,empatica_bvp,baseline,,,
-29.03,1588332962.640625,empatica_bvp,baseline,,,
-43.52,1588332962.65625,empatica_bvp,baseline,,,
-56.09,1588332962.671875,empatica_bvp,baseline,,,
-62.6,1588332962.6875,empatica_bvp,baseline,,,
-58.91,1588332962.703125,empatica_bvp,baseline,,,
-42.65,1588332962.71875,empatica_bvp,baseline,,,
-14.66,1588332962.734375,empatica_bvp,baseline,,,
20.69,1588332962.75,empatica_bvp,baseline,,,
56.79,1588332962.765625,empatica_bvp,baseline,,,
87.22,1588332962.78125,empatica_bvp,baseline,,,
108.04,1588332962.796875,empatica_bvp,baseline,,,
118.85,1588332962.8125,empatica_bvp,baseline,,,
122.13,1588332962.828125,empatica_bvp,baseline,,,
121.41,1588332962.84375,empatica_bvp,baseline,,,
119.41,1588332962.859375,empatica_bvp,baseline,,,
117.21,1588332962.875,empatica_bvp,baseline,,,
114.59,1588332962.890625,empatica_bvp,baseline,,,
111.06,1588332962.90625,empatica_bvp,baseline,,,
106.7,1588332962.921875,empatica_bvp,baseline,,,
102.26,1588332962.9375,empatica_bvp,baseline,,,
98.63,1588332962.953125,empatica_bvp,baseline,,,
96.2,1588332962.96875,empatica_bvp,baseline,,,
94.54,1588332962.984375,empatica_bvp,baseline,,,
92.67,1588332963.0,empatica_bvp,baseline,,,
89.59,1588332963.015625,empatica_bvp,baseline,,,
84.84,1588332963.03125,empatica_bvp,baseline,,,
78.69,1588332963.046875,empatica_bvp,baseline,,,
72.09,1588332963.0625,empatica_bvp,baseline,,,
66.11,1588332963.078125,empatica_bvp,baseline,,,
61.49,1588332963.09375,empatica_bvp,baseline,,,
58.32,1588332963.109375,empatica_bvp,baseline,,,
55.93,1588332963.125,empatica_bvp,baseline,,,
53.24,1588332963.140625,empatica_bvp,baseline,,,
49.12,1588332963.15625,empatica_bvp,baseline,,,
43.0,1588332963.171875,empatica_bvp,baseline,,,
35.06,1588332963.1875,empatica_bvp,baseline,,,
26.14,1588332963.203125,empatica_bvp,baseline,,,
17.42,1588332963.21875,empatica_bvp,baseline,,,
9.91,1588332963.234375,empatica_bvp,baseline,,,
3.96,1588332963.25,empatica_bvp,baseline,,,
-0.73,1588332963.265625,empatica_bvp,baseline,,,
-4.97,1588332963.28125,empatica_bvp,baseline,,,
-9.6,1588332963.296875,empatica_bvp,baseline,,,
-15.08,1588332963.3125,empatica_bvp,baseline,,,
-21.33,1588332963.328125,empatica_bvp,baseline,,,
-27.85,1588332963.34375,empatica_bvp,baseline,,,
-34.0,1588332963.359375,empatica_bvp,baseline,,,
-39.32,1588332963.375,empatica_bvp,baseline,,,
-43.71,1588332963.390625,empatica_bvp,baseline,,,
-47.35,1588332963.40625,empatica_bvp,baseline,,,
-50.53,1588332963.421875,empatica_bvp,baseline,,,
-53.51,1588332963.4375,empatica_bvp,baseline,,,
-56.35,1588332963.453125,empatica_bvp,baseline,,,
-58.88,1588332963.46875,empatica_bvp,baseline,,,
-60.83,1588332963.484375,empatica_bvp,baseline,,,
-61.83,1588332963.5,empatica_bvp,baseline,,,
-61.49,1588332963.515625,empatica_bvp,baseline,,,
-59.42,1588332963.53125,empatica_bvp,baseline,,,
-55.36,1588332963.546875,empatica_bvp,baseline,,,
-49.24,1588332963.5625,empatica_bvp,baseline,,,
-41.31,1588332963.578125,empatica_bvp,baseline,,,
-32.09,1588332963.59375,empatica_bvp,baseline,,,
-22.22,1588332963.609375,empatica_bvp,baseline,,,
-12.22,1588332963.625,empatica_bvp,baseline,,,
-2.21,1588332963.640625,empatica_bvp,baseline,,,
8.16,1588332963.65625,empatica_bvp,baseline,,,
19.55,1588332963.671875,empatica_bvp,baseline,,,
32.6,1588332963.6875,empatica_bvp,baseline,,,
47.52,1588332963.703125,empatica_bvp,baseline,,,
63.86,1588332963.71875,empatica_bvp,baseline,,,
80.61,1588332963.734375,empatica_bvp,baseline,,,
96.6,1588332963.75,empatica_bvp,baseline,,,
110.93,1588332963.765625,empatica_bvp,baseline,,,
123.31,1588332963.78125,empatica_bvp,baseline,,,
134.05,1588332963.796875,empatica_bvp,baseline,,,
143.8,1588332963.8125,empatica_bvp,baseline,,,
153.13,1588332963.828125,empatica_bvp,baseline,,,
162.22,1588332963.84375,empatica_bvp,baseline,,,
170.75,1588332963.859375,empatica_bvp,baseline,,,
178.04,1588332963.875,empatica_bvp,baseline,,,
183.11,1588332963.890625,empatica_bvp,baseline,,,
184.91,1588332963.90625,empatica_bvp,baseline,,,
182.29,1588332963.921875,empatica_bvp,baseline,,,
174.17,1588332963.9375,empatica_bvp,baseline,,,
159.71,1588332963.953125,empatica_bvp,baseline,,,
138.59,1588332963.96875,empatica_bvp,baseline,,,
111.28,1588332963.984375,empatica_bvp,baseline,,,
78.98,1588332964.0,empatica_bvp,baseline,,,
43.45,1588332964.015625,empatica_bvp,baseline,,,
6.56,1588332964.03125,empatica_bvp,baseline,,,
-30.03,1588332964.046875,empatica_bvp,baseline,,,
-64.99,1588332964.0625,empatica_bvp,baseline,,,
