bvp,time,sensor,phase,eda,temp,PPG GREEN
-79.61,1533196027.484375,empatica_bvp,baseline,,,
-66.62,1533196027.5,empatica_bvp,baseline,,,
-61.23,1533196027.515625,empatica_bvp,baseline,,,
-62.27,1533196027.53125,empatica_bvp,baseline,,,
-67.22,1533196027.546875,empatica_bvp,baseline,,,
-73.46,1533196027.5625,empatica_bvp,baseline,,,
-78.94,1533196027.578125,empatica_bvp,baseline,,,
-82.18,1533196027.59375,empatica_bvp,baseline,,,
-82.03,1533196027.609375,empatica_bvp,baseline,,,
-77.46,1533196027.625,empatica_bvp,baseline,,,
-67.65,1533196027.640625,empatica_bvp,baseline,,,
-52.5,1533196027.65625,empatica_bvp,baseline,,,
-32.93,1533196027.671875,empatica_bvp,baseline,,,
-10.83,1533196027.6875,empatica_bvp,baseline,,,
11.23,1533196027.703125,empatica_bvp,baseline,,,
30.61,1533196027.71875,empatica_bvp,baseline,,,
45.02,1533196027.734375,empatica_bvp,baseline,,,
52.87,1533196027.75,empatica_bvp,baseline,,,
53.53,1533196027.765625,empatica_bvp,baseline,,,
47.4,1533196027.78125,empatica_bvp,baseline,,,
35.87,1533196027.796875,empatica_bvp,baseline,,,
21.05,1533196027.8125,empatica_bvp,baseline,,,
5.39,1533196027.828125,empatica_bvp,baseline,,,
-8.72,1533196027.84375,empatica_bvp,baseline,,,
-19.39,1533196027.859375,empatica_bvp,baseline,,,
-25.37,1533196027.875,empatica_bvp,baseline,,,
-26.2,1533196027.890625,empatica_bvp,baseline,,,
-22.28,1533196027.90625,empatica_bvp,baseline,,,
-14.88,1533196027.921875,empatica_bvp,baseline,,,
-5.99,1533196027.9375,empatica_bvp,baseline,,,
2.16,1533196027.953125,empatica_bvp,baseline,,,
7.65,1533196027.96875,empatica_bvp,baseline,,,
9.58,1533196027.984375,empatica_bvp,baseline,,,
8.26,1533196028.0,empatica_bvp,baseline,,,
5.1,1533196028.015625,empatica_bvp,baseline,,,
1.86,1533196028.03125,empatica_bvp,baseline,,,
-0.03,1533196028.046875,empatica_bvp,baseline,,,
0.13,1533196028.0625,empatica_bvp,baseline,,,
2.16,1533196028.078125,empatica_bvp,baseline,,,
5.38,1533196028.09375,empatica_bvp,baseline,,,
8.95,1533196028.109375,empatica_bvp,baseline,,,
12.1,1533196028.125,empatica_bvp,baseline,,,
14.22,1533196028.140625,empatica_bvp,baseline,,,
14.91,1533196028.15625,empatica_bvp,baseline,,,
14.03,1533196028.171875,empatica_bvp,baseline,,,
11.75,1533196028.1875,empatica_bvp,baseline,,,
8.57,1533196028.203125,empatica_bvp,baseline,,,
5.17,1533196028.21875,empatica_bvp,baseline,,,
2.11,1533196028.234375,empatica_bvp,baseline,,,
-0.49,1533196028.25,empatica_bvp,baseline,,,
-3.05,1533196028.265625,empatica_bvp,baseline,,,
-6.37,1533196028.28125,empatica_bvp,baseline,,,
-11.24,1533196028.296875,empatica_bvp,baseline,,,
-17.96,1533196028.3125,empatica_bvp,baseline,,,
-26.11,1533196028.328125,empatica_bvp,baseline,,,
-34.58,1533196028.34375,empatica_bvp,baseline,,,
-42.06,1533196028.359375,empatica_bvp,baseline,,,
-47.51,1533196028.375,empatica_bvp,baseline,,,
-50.5,1533196028.390625,empatica_bvp,baseline,,,
-51.27,1533196028.40625,empatica_bvp,baseline,,,
-50.4,1533196028.421875,empatica_bvp,baseline,,,
-48.34,1533196028.4375,empatica_bvp,baseline,,,
-45.17,1533196028.453125,empatica_bvp,baseline,,,
-40.64,1533196028.46875,empatica_bvp,baseline,,,
-34.37,1533196028.484375,empatica_bvp,baseline,,,
-26.19,1533196028.5,empatica_bvp,baseline,,,
-16.23,1533196028.515625,empatica_bvp,baseline,,,
-4.81,1533196028.53125,empatica_bvp,baseline,,,
7.76,1533196028.546875,empatica_bvp,baseline,,,
21.36,1533196028.5625,empatica_bvp,baseline,,,
36.02,1533196028.578125,empatica_bvp,baseline,,,
51.78,1533196028.59375,empatica_bvp,baseline,,,
68.62,1533196028.609375,empatica_bvp,baseline,,,
86.37,1533196028.625,empatica_bvp,baseline,,,
104.87,1533196028.640625,empatica_bvp,baseline,,,
123.86,1533196028.65625,empatica_bvp,baseline,,,
142.98,1533196028.671875,empatica_bvp,baseline,,,
161.53,1533196028.6875,empatica_bvp,baseline,,,
178.38,1533196028.703125,empatica_bvp,baseline,,,
192.12,1533196028.71875,empatica_bvp,baseline,,,
201.41,1533196028.734375,empatica_bvp,baseline,,,
205.13,1533196028.75,empatica_bvp,baseline,,,
202.55,1533196028.765625,empatica_bvp,baseline,,,
193.28,1533196028.78125,empatica_bvp,baseline,,,
177.44,1533196028.796875,empatica_bvp,baseline,,,
155.73,1533196028.8125,empatica_bvp,baseline,,,
129.42,1533196028.828125,empatica_bvp,baseline,,,
99.97,1533196028.84375,empatica_bvp,baseline,,,
68.42,1533196028.859375,empatica_bvp,baseline,,,
35.07,1533196028.875,empatica_bvp,baseline,,,
-0.35,1533196028.890625,empatica_bvp,baseline,,,
-37.81,1533196028.90625,empatica_bvp,baseline,,,
-75.96,1533196028.921875,empatica_bvp,baseline,,,
-111.74,1533196028.9375,empatica_bvp,baseline,,,
-141.13,1533196028.953125,empatica_bvp,baseline,,,
-160.75,1533196028.96875,empatica_bvp,baseline,,,
-169.41,1533196028.984375,empatica_bvp,baseline,,,
-168.74,1533196029.0,empatica_bvp,baseline,,,
-162.27,1533196029.015625,empatica_bvp,baseline,,,
-153.71,1533196029.03125,empatica_bvp,baseline,,,
-145.42,1533196029.046875,empatica_bvp,baseline,,,
-137.79,1533196029.0625,empatica_bvp,baseline,,,
-130.02,1533196029.078125,empatica_bvp,baseline,,,
-121.39,1533196029.09375,empatica_bvp,baseline,,,
-112.21,1533196029.109375,empatica_bvp,baseline,,,
-103.8,1533196029.125,empatica_bvp,baseline,,,
-97.67,1533196029.140625,empatica_bvp,baseline,,,
-94.59,1533196029.15625,empatica_bvp,baseline,,,
-94.06,1533196029.171875,empatica_bvp,baseline,,,
-94.52,1533196029.1875,empatica_bvp,baseline,,,
-94.21,1533196029.203125,empatica_bvp,baseline,,,
-92.03,1533196029.21875,empatica_bvp,baseline,,,
-87.99,1533196029.234375,empatica_bvp,baseline,,,
-83.1,1533196029.25,empatica_bvp,baseline,,,
-78.7,1533196029.265625,empatica_bvp,baseline,,,
-75.76,1533196029.28125,empatica_bvp,baseline,,,
-74.5,1533196029.296875,empatica_bvp,baseline,,,
-74.39,1533196029.3125,empatica_bvp,baseline,,,
-74.5,1533196029.328125,empatica_bvp,baseline,,,
-74.02,1533196029.34375,empatica_bvp,baseline,,,
-72.58,1533196029.359375,empatica_bvp,baseline,,,
