bvp,time,sensor,phase,eda,temp,PPG GREEN
-61.98,1567412526.140625,empatica_bvp,baseline,,,
-63.96,1567412526.15625,empatica_bvp,baseline,,,
-68.56,1567412526.171875,empatica_bvp,baseline,,,
-76.15,1567412526.1875,empatica_bvp,baseline,,,
-86.51,1567412526.203125,empatica_bvp,baseline,,,
-98.9,1567412526.21875,empatica_bvp,baseline,,,
-112.36,1567412526.234375,empatica_bvp,baseline,,,
-125.89,1567412526.25,empatica_bvp,baseline,,,
-138.67,1567412526.265625,empatica_bvp,baseline,,,
-150.02,1567412526.28125,empatica_bvp,baseline,,,
-159.31,1567412526.296875,empatica_bvp,baseline,,,
-165.88,1567412526.3125,empatica_bvp,baseline,,,
-169.13,1567412526.328125,empatica_bvp,baseline,,,
-168.69,1567412526.34375,empatica_bvp,baseline,,,
-164.68,1567412526.359375,empatica_bvp,baseline,,,
-157.78,1567412526.375,empatica_bvp,baseline,,,
-149.03,1567412526.390625,empatica_bvp,baseline,,,
-139.52,1567412526.40625,empatica_bvp,baseline,,,
-130.04,1567412526.421875,empatica_bvp,baseline,,,
-120.85,1567412526.4375,empatica_bvp,baseline,,,
-111.81,1567412526.453125,empatica_bvp,baseline,,,
-102.65,1567412526.46875,empatica_bvp,baseline,,,
-93.19,1567412526.484375,empatica_bvp,baseline,,,
-83.42,1567412526.5,empatica_bvp,baseline,,,
-73.43,1567412526.515625,empatica_bvp,baseline,,,
-63.29,1567412526.53125,empatica_bvp,baseline,,,
-52.91,1567412526.546875,empatica_bvp,baseline,,,
-42.19,1567412526.5625,empatica_bvp,baseline,,,
-31.21,1567412526.578125,empatica_bvp,baseline,,,
-20.25,1567412526.59375,empatica_bvp,baseline,,,
-9.84,1567412526.609375,empatica_bvp,baseline,,,
-0.54,1567412526.625,empatica_bvp,baseline,,,
7.3,1567412526.640625,empatica_bvp,baseline,,,
13.65,1567412526.65625,empatica_bvp,baseline,,,
18.8,1567412526.671875,empatica_bvp,baseline,,,
23.21,1567412526.6875,empatica_bvp,baseline,,,
27.26,1567412526.703125,empatica_bvp,baseline,,,
31.15,1567412526.71875,empatica_bvp,baseline,,,
34.9,1567412526.734375,empatica_bvp,baseline,,,
38.46,1567412526.75,empatica_bvp,baseline,,,
41.91,1567412526.765625,empatica_bvp,baseline,,,
45.44,1567412526.78125,empatica_bvp,baseline,,,
49.33,1567412526.796875,empatica_bvp,baseline,,,
53.67,1567412526.8125,empatica_bvp,baseline,,,
58.34,1567412526.828125,empatica_bvp,baseline,,,
63.02,1567412526.84375,empatica_bvp,baseline,,,
67.44,1567412526.859375,empatica_bvp,baseline,,,
71.52,1567412526.875,empatica_bvp,baseline,,,
75.46,1567412526.890625,empatica_bvp,baseline,,,
79.46,1567412526.90625,empatica_bvp,baseline,,,
83.4,1567412526.921875,empatica_bvp,baseline,,,
86.7,1567412526.9375,empatica_bvp,baseline,,,
88.37,1567412526.953125,empatica_bvp,baseline,,,
87.56,1567412526.96875,empatica_bvp,baseline,,,
84.04,1567412526.984375,empatica_bvp,baseline,,,
78.45,1567412527.0,empatica_bvp,baseline,,,
72.1,1567412527.015625,empatica_bvp,baseline,,,
66.45,1567412527.03125,empatica_bvp,baseline,,,
62.48,1567412527.046875,empatica_bvp,baseline,,,
60.37,1567412527.0625,empatica_bvp,baseline,,,
59.49,1567412527.078125,empatica_bvp,baseline,,,
58.91,1567412527.09375,empatica_bvp,baseline,,,
57.68,1567412527.109375,empatica_bvp,baseline,,,
55.22,1567412527.125,empatica_bvp,baseline,,,
51.19,1567412527.140625,empatica_bvp,baseline,,,
45.39,1567412527.15625,empatica_bvp,baseline,,,
37.56,1567412527.171875,empatica_bvp,baseline,,,
27.36,1567412527.1875,empatica_bvp,baseline,,,
14.57,1567412527.203125,empatica_bvp,baseline,,,
-0.71,1567412527.21875,empatica_bvp,baseline,,,
-17.86,1567412527.234375,empatica_bvp,baseline,,,
-35.79,1567412527.25,empatica_bvp,baseline,,,
-53.16,1567412527.265625,empatica_bvp,baseline,,,
-68.74,1567412527.28125,empatica_bvp,baseline,,,
-81.73,1567412527.296875,empatica_bvp,baseline,,,
-92.01,1567412527.3125,empatica_bvp,baseline,,,
-100.15,1567412527.328125,empatica_bvp,baseline,,,
