bvp,time,sensor,phase,eda,temp,PPG GREEN
81.18,1636977839.0,empatica_bvp,baseline,,,
81.78,1636977839.015625,empatica_bvp,baseline,,,
84.45,1636977839.03125,empatica_bvp,baseline,,,
89.16,1636977839.046875,empatica_bvp,baseline,,,
95.33,1636977839.0625,empatica_bvp,baseline,,,
101.87,1636977839.078125,empatica_bvp,baseline,,,
107.28,1636977839.09375,empatica_bvp,baseline,,,
109.86,1636977839.109375,empatica_bvp,baseline,,,
108.04,1636977839.125,empatica_bvp,baseline,,,
100.78,1636977839.140625,empatica_bvp,baseline,,,
87.96,1636977839.15625,empatica_bvp,baseline,,,
70.58,1636977839.171875,empatica_bvp,baseline,,,
50.6,1636977839.1875,empatica_bvp,baseline,,,
30.56,1636977839.203125,empatica_bvp,baseline,,,
12.93,1636977839.21875,empatica_bvp,baseline,,,
-0.49,1636977839.234375,empatica_bvp,baseline,,,
-8.8,1636977839.25,empatica_bvp,baseline,,,
-12.12,1636977839.265625,empatica_bvp,baseline,,,
-11.25,1636977839.28125,empatica_bvp,baseline,,,
-7.36,1636977839.296875,empatica_bvp,baseline,,,
-1.57,1636977839.3125,empatica_bvp,baseline,,,
5.13,1636977839.328125,empatica_bvp,baseline,,,
11.98,1636977839.34375,empatica_bvp,baseline,,,
18.42,1636977839.359375,empatica_bvp,baseline,,,
23.98,1636977839.375,empatica_bvp,baseline,,,
28.22,1636977839.390625,empatica_bvp,baseline,,,
30.87,1636977839.40625,empatica_bvp,baseline,,,
31.8,1636977839.421875,empatica_bvp,baseline,,,
31.07,1636977839.4375,empatica_bvp,baseline,,,
28.94,1636977839.453125,empatica_bvp,baseline,,,
25.75,1636977839.46875,empatica_bvp,baseline,,,
21.91,1636977839.484375,empatica_bvp,baseline,,,
17.76,1636977839.5,empatica_bvp,baseline,,,
13.61,1636977839.515625,empatica_bvp,baseline,,,
9.71,1636977839.53125,empatica_bvp,baseline,,,
6.26,1636977839.546875,empatica_bvp,baseline,,,
3.35,1636977839.5625,empatica_bvp,baseline,,,
1.05,1636977839.578125,empatica_bvp,baseline,,,
-0.73,1636977839.59375,empatica_bvp,baseline,,,
-2.16,1636977839.609375,empatica_bvp,baseline,,,
-3.49,1636977839.625,empatica_bvp,baseline,,,
-5.0,1636977839.640625,empatica_bvp,baseline,,,
-6.91,1636977839.65625,empatica_bvp,baseline,,,
-9.43,1636977839.671875,empatica_bvp,baseline,,,
-12.63,1636977839.6875,empatica_bvp,baseline,,,
-16.46,1636977839.703125,empatica_bvp,baseline,,,
-20.68,1636977839.71875,empatica_bvp,baseline,,,
-24.87,1636977839.734375,empatica_bvp,baseline,,,
-28.49,1636977839.75,empatica_bvp,baseline,,,
-30.95,1636977839.765625,empatica_bvp,baseline,,,
-31.85,1636977839.78125,empatica_bvp,baseline,,,
-31.09,1636977839.796875,empatica_bvp,baseline,,,
-29.01,1636977839.8125,empatica_bvp,baseline,,,
-26.2,1636977839.828125,empatica_bvp,baseline,,,
-23.37,1636977839.84375,empatica_bvp,baseline,,,
-21.01,1636977839.859375,empatica_bvp,baseline,,,
-19.25,1636977839.875,empatica_bvp,baseline,,,
-17.91,1636977839.890625,empatica_bvp,baseline,,,
-16.66,1636977839.90625,empatica_bvp,baseline,,,
-15.25,1636977839.921875,empatica_bvp,baseline,,,
-13.63,1636977839.9375,empatica_bvp,baseline,,,
-11.97,1636977839.953125,empatica_bvp,baseline,,,
-10.54,1636977839.96875,empatica_bvp,baseline,,,
-9.47,1636977839.984375,empatica_bvp,baseline,,,
-8.7,1636977840.0,empatica_bvp,baseline,,,
-7.97,1636977840.015625,empatica_bvp,baseline,,,
-6.88,1636977840.03125,empatica_bvp,baseline,,,
-5.12,1636977840.046875,empatica_bvp,baseline,,,
-2.53,1636977840.0625,empatica_bvp,baseline,,,
0.9,1636977840.078125,empatica_bvp,baseline,,,
5.09,1636977840.09375,empatica_bvp,baseline,,,
10.02,1636977840.109375,empatica_bvp,baseline,,,
15.77,1636977840.125,empatica_bvp,baseline,,,
22.42,1636977840.140625,empatica_bvp,baseline,,,
29.96,1636977840.15625,empatica_bvp,baseline,,,
38.08,1636977840.171875,empatica_bvp,baseline,,,
46.18,1636977840.1875,empatica_bvp,baseline,,,
53.49,1636977840.203125,empatica_bvp,baseline,,,
59.29,1636977840.21875,empatica_bvp,baseline,,,
63.25,1636977840.234375,empatica_bvp,baseline,,,
65.38,1636977840.25,empatica_bvp,baseline,,,
65.97,1636977840.265625,empatica_bvp,baseline,,,
65.15,1636977840.28125,empatica_bvp,baseline,,,
62.54,1636977840.296875,empatica_bvp,baseline,,,
57.1,1636977840.3125,empatica_bvp,baseline,,,
47.15,1636977840.328125,empatica_bvp,baseline,,,
30.83,1636977840.34375,empatica_bvp,baseline,,,
6.57,1636977840.359375,empatica_bvp,baseline,,,
-26.14,1636977840.375,empatica_bvp,baseline,,,
-66.32,1636977840.390625,empatica_bvp,baseline,,,
-111.29,1636977840.40625,empatica_bvp,baseline,,,
-157.01,1636977840.421875,empatica_bvp,baseline,,,
-198.92,1636977840.4375,empatica_bvp,baseline,,,
-233.17,1636977840.453125,empatica_bvp,baseline,,,
-257.55,1636977840.46875,empatica_bvp,baseline,,,
-271.96,1636977840.484375,empatica_bvp,baseline,,,
-278.05,1636977840.5,empatica_bvp,baseline,,,
-278.31,1636977840.515625,empatica_bvp,baseline,,,
-275.01,1636977840.53125,empatica_bvp,baseline,,,
-269.66,1636977840.546875,empatica_bvp,baseline,,,
-262.91,1636977840.5625,empatica_bvp,baseline,,,
-255.0,1636977840.578125,empatica_bvp,baseline,,,
-246.21,1636977840.59375,empatica_bvp,baseline,,,
-237.06,1636977840.609375,empatica_bvp,baseline,,,
-228.09,1636977840.625,empatica_bvp,baseline,,,
-219.59,1636977840.640625,empatica_bvp,baseline,,,
-211.34,1636977840.65625,empatica_bvp,baseline,,,
-202.83,1636977840.671875,empatica_bvp,baseline,,,
-193.5,1636977840.6875,empatica_bvp,baseline,,,
-183.22,1636977840.703125,empatica_bvp,baseline,,,
-172.42,1636977840.71875,empatica_bvp,baseline,,,
-162.02,1636977840.734375,empatica_bvp,baseline,,,
-153.18,1636977840.75,empatica_bvp,baseline,,,
-146.89,1636977840.765625,empatica_bvp,baseline,,,
-143.68,1636977840.78125,empatica_bvp,baseline,,,
-143.51,1636977840.796875,empatica_bvp,baseline,,,
-145.7,1636977840.8125,empatica_bvp,baseline,,,
-148.97,1636977840.828125,empatica_bvp,baseline,,,
-151.65,1636977840.84375,empatica_bvp,baseline,,,
-151.99,1636977840.859375,empatica_bvp,baseline,,,
-148.41,1636977840.875,empatica_bvp,baseline,,,
-139.96,1636977840.890625,empatica_bvp,baseline,,,
-126.44,1636977840.90625,empatica_bvp,baseline,,,
-108.51,1636977840.921875,empatica_bvp,baseline,,,
-87.43,1636977840.9375,empatica_bvp,baseline,,,
-64.77,1636977840.953125,empatica_bvp,baseline,,,
-42.03,1636977840.96875,empatica_bvp,baseline,,,
-20.33,1636977840.984375,empatica_bvp,baseline,,,
-0.46,1636977841.0,empatica_bvp,baseline,,,
17.17,1636977841.015625,empatica_bvp,baseline,,,
32.29,1636977841.03125,empatica_bvp,baseline,,,
44.66,1636977841.046875,empatica_bvp,baseline,,,
54.1,1636977841.0625,empatica_bvp,baseline,,,
60.58,1636977841.078125,empatica_bvp,baseline,,,
64.34,1636977841.09375,empatica_bvp,baseline,,,
65.98,1636977841.109375,empatica_bvp,baseline,,,
66.3,1636977841.125,empatica_bvp,baseline,,,
66.14,1636977841.140625,empatica_bvp,baseline,,,
66.13,1636977841.15625,empatica_bvp,baseline,,,
66.54,1636977841.171875,empatica_bvp,baseline,,,
67.27,1636977841.1875,empatica_bvp,baseline,,,
68.03,1636977841.203125,empatica_bvp,baseline,,,
68.57,1636977841.21875,empatica_bvp,baseline,,,
68.86,1636977841.234375,empatica_bvp,baseline,,,
69.04,1636977841.25,empatica_bvp,baseline,,,
69.35,1636977841.265625,empatica_bvp,baseline,,,
69.87,1636977841.28125,empatica_bvp,baseline,,,
70.39,1636977841.296875,empatica_bvp,baseline,,,
70.44,1636977841.3125,empatica_bvp,baseline,,,
69.44,1636977841.328125,empatica_bvp,baseline,,,
66.94,1636977841.34375,empatica_bvp,baseline,,,
62.83,1636977841.359375,empatica_bvp,baseline,,,
57.48,1636977841.375,empatica_bvp,baseline,,,
51.53,1636977841.390625,empatica_bvp,baseline,,,
45.66,1636977841.40625,empatica_bvp,baseline,,,
40.36,1636977841.421875,empatica_bvp,baseline,,,
35.64,1636977841.4375,empatica_bvp,baseline,,,
31.22,1636977841.453125,empatica_bvp,baseline,,,
26.64,1636977841.46875,empatica_bvp,baseline,,,
21.57,1636977841.484375,empatica_bvp,baseline,,,
16.02,1636977841.5,empatica_bvp,baseline,,,
10.28,1636977841.515625,empatica_bvp,baseline,,,
4.78,1636977841.53125,empatica_bvp,baseline,,,
-0.14,1636977841.546875,empatica_bvp,baseline,,,
-4.44,1636977841.5625,empatica_bvp,baseline,,,
-8.42,1636977841.578125,empatica_bvp,baseline,,,
-12.6,1636977841.59375,empatica_bvp,baseline,,,
-17.58,1636977841.609375,empatica_bvp,baseline,,,
-23.85,1636977841.625,empatica_bvp,baseline,,,
-31.74,1636977841.640625,empatica_bvp,baseline,,,
-41.24,1636977841.65625,empatica_bvp,baseline,,,
-51.96,1636977841.671875,empatica_bvp,baseline,,,
-62.98,1636977841.6875,empatica_bvp,baseline,,,
-72.74,1636977841.703125,empatica_bvp,baseline,,,
-79.31,1636977841.71875,empatica_bvp,baseline,,,
-80.82,1636977841.734375,empatica_bvp,baseline,,,
-76.02,1636977841.75,empatica_bvp,baseline,,,
-64.79,1636977841.765625,empatica_bvp,baseline,,,
-48.23,1636977841.78125,empatica_bvp,baseline,,,
-28.3,1636977841.796875,empatica_bvp,baseline,,,
-7.21,1636977841.8125,empatica_bvp,baseline,,,
13.24,1636977841.828125,empatica_bvp,baseline,,,
31.95,1636977841.84375,empatica_bvp,baseline,,,
48.44,1636977841.859375,empatica_bvp,baseline,,,
62.56,1636977841.875,empatica_bvp,baseline,,,
74.24,1636977841.890625,empatica_bvp,baseline,,,
83.28,1636977841.90625,empatica_bvp,baseline,,,
89.61,1636977841.921875,empatica_bvp,baseline,,,
93.44,1636977841.9375,empatica_bvp,baseline,,,
95.35,1636977841.953125,empatica_bvp,baseline,,,
96.13,1636977841.96875,empatica_bvp,baseline,,,
96.59,1636977841.984375,empatica_bvp,baseline,,,
97.3,1636977842.0,empatica_bvp,baseline,,,
98.52,1636977842.015625,empatica_bvp,baseline,,,
100.34,1636977842.03125,empatica_bvp,baseline,,,
102.81,1636977842.046875,empatica_bvp,baseline,,,
106.03,1636977842.0625,empatica_bvp,baseline,,,
110.09,1636977842.078125,empatica_bvp,baseline,,,
114.82,1636977842.09375,empatica_bvp,baseline,,,
119.71,1636977842.109375,empatica_bvp,baseline,,,
123.93,1636977842.125,empatica_bvp,baseline,,,
126.58,1636977842.140625,empatica_bvp,baseline,,,
127.12,1636977842.15625,empatica_bvp,baseline,,,
125.59,1636977842.171875,empatica_bvp,baseline,,,
122.74,1636977842.1875,empatica_bvp,baseline,,,
119.7,1636977842.203125,empatica_bvp,baseline,,,
117.59,1636977842.21875,empatica_bvp,baseline,,,
117.11,1636977842.234375,empatica_bvp,baseline,,,
118.38,1636977842.25,empatica_bvp,baseline,,,
121.0,1636977842.265625,empatica_bvp,baseline,,,
124.41,1636977842.28125,empatica_bvp,baseline,,,
128.07,1636977842.296875,empatica_bvp,baseline,,,
131.66,1636977842.3125,empatica_bvp,baseline,,,
135.17,1636977842.328125,empatica_bvp,baseline,,,
138.87,1636977842.34375,empatica_bvp,baseline,,,
143.42,1636977842.359375,empatica_bvp,baseline,,,
149.7,1636977842.375,empatica_bvp,baseline,,,
158.53,1636977842.390625,empatica_bvp,baseline,,,
170.05,1636977842.40625,empatica_bvp,baseline,,,
183.17,1636977842.421875,empatica_bvp,baseline,,,
195.28,1636977842.4375,empatica_bvp,baseline,,,
202.56,1636977842.453125,empatica_bvp,baseline,,,
200.93,1636977842.46875,empatica_bvp,baseline,,,
187.38,1636977842.484375,empatica_bvp,baseline,,,
161.17,1636977842.5,empatica_bvp,baseline,,,
124.42,1636977842.515625,empatica_bvp,baseline,,,
81.82,1636977842.53125,empatica_bvp,baseline,,,
39.5,1636977842.546875,empatica_bvp,baseline,,,
3.51,1636977842.5625,empatica_bvp,baseline,,,
-21.68,1636977842.578125,empatica_bvp,baseline,,,
-34.14,1636977842.59375,empatica_bvp,baseline,,,
-34.72,1636977842.609375,empatica_bvp,baseline,,,
-26.48,1636977842.625,empatica_bvp,baseline,,,
-13.73,1636977842.640625,empatica_bvp,baseline,,,
-0.86,1636977842.65625,empatica_bvp,baseline,,,
8.55,1636977842.671875,empatica_bvp,baseline,,,
12.34,1636977842.6875,empatica_bvp,baseline,,,
9.75,1636977842.703125,empatica_bvp,baseline,,,
1.18,1636977842.71875,empatica_bvp,baseline,,,
-12.11,1636977842.734375,empatica_bvp,baseline,,,
-28.34,1636977842.75,empatica_bvp,baseline,,,
-45.52,1636977842.765625,empatica_bvp,baseline,,,
-61.85,1636977842.78125,empatica_bvp,baseline,,,
-76.18,1636977842.796875,empatica_bvp,baseline,,,
-88.34,1636977842.8125,empatica_bvp,baseline,,,
-99.15,1636977842.828125,empatica_bvp,baseline,,,
-109.88,1636977842.84375,empatica_bvp,baseline,,,
-121.48,1636977842.859375,empatica_bvp,baseline,,,
-133.83,1636977842.875,empatica_bvp,baseline,,,
-145.62,1636977842.890625,empatica_bvp,baseline,,,
-154.81,1636977842.90625,empatica_bvp,baseline,,,
-159.63,1636977842.921875,empatica_bvp,baseline,,,
-159.36,1636977842.9375,empatica_bvp,baseline,,,
-154.66,1636977842.953125,empatica_bvp,baseline,,,
-147.15,1636977842.96875,empatica_bvp,baseline,,,
-138.59,1636977842.984375,empatica_bvp,baseline,,,
-130.22,1636977843.0,empatica_bvp,baseline,,,
-122.48,1636977843.015625,empatica_bvp,baseline,,,
-115.3,1636977843.03125,empatica_bvp,baseline,,,
-108.62,1636977843.046875,empatica_bvp,baseline,,,
-102.58,1636977843.0625,empatica_bvp,baseline,,,
-97.51,1636977843.078125,empatica_bvp,baseline,,,
-93.55,1636977843.09375,empatica_bvp,baseline,,,
-90.48,1636977843.109375,empatica_bvp,baseline,,,
-87.64,1636977843.125,empatica_bvp,baseline,,,
-84.33,1636977843.140625,empatica_bvp,baseline,,,
-80.14,1636977843.15625,empatica_bvp,baseline,,,
-75.27,1636977843.171875,empatica_bvp,baseline,,,
-70.46,1636977843.1875,empatica_bvp,baseline,,,
-66.56,1636977843.203125,empatica_bvp,baseline,,,
-64.27,1636977843.21875,empatica_bvp,baseline,,,
-63.73,1636977843.234375,empatica_bvp,baseline,,,
-64.52,1636977843.25,empatica_bvp,baseline,,,
-65.91,1636977843.265625,empatica_bvp,baseline,,,
-67.17,1636977843.28125,empatica_bvp,baseline,,,
-67.88,1636977843.296875,empatica_bvp,baseline,,,
