bvp,time,sensor,phase,eda,temp,PPG GREEN
-70.4,1675335217.34375,empatica_bvp,baseline,,,
-73.91,1675335217.359375,empatica_bvp,baseline,,,
-76.21,1675335217.375,empatica_bvp,baseline,,,
-77.4,1675335217.390625,empatica_bvp,baseline,,,
-78.03,1675335217.40625,empatica_bvp,baseline,,,
-78.78,1675335217.421875,empatica_bvp,baseline,,,
-80.14,1675335217.4375,empatica_bvp,baseline,,,
-82.11,1675335217.453125,empatica_bvp,baseline,,,
-84.42,1675335217.46875,empatica_bvp,baseline,,,
-86.66,1675335217.484375,empatica_bvp,baseline,,,
-88.53,1675335217.5,empatica_bvp,baseline,,,
-89.9,1675335217.515625,empatica_bvp,baseline,,,
-90.71,1675335217.53125,empatica_bvp,baseline,,,
-90.82,1675335217.546875,empatica_bvp,baseline,,,
-89.98,1675335217.5625,empatica_bvp,baseline,,,
-87.9,1675335217.578125,empatica_bvp,baseline,,,
-84.41,1675335217.59375,empatica_bvp,baseline,,,
-79.6,1675335217.609375,empatica_bvp,baseline,,,
-73.85,1675335217.625,empatica_bvp,baseline,,,
-67.73,1675335217.640625,empatica_bvp,baseline,,,
-61.88,1675335217.65625,empatica_bvp,baseline,,,
-56.8,1675335217.671875,empatica_bvp,baseline,,,
-52.74,1675335217.6875,empatica_bvp,baseline,,,
-49.62,1675335217.703125,empatica_bvp,baseline,,,
-47.04,1675335217.71875,empatica_bvp,baseline,,,
-44.39,1675335217.734375,empatica_bvp,baseline,,,
-40.99,1675335217.75,empatica_bvp,baseline,,,
-36.4,1675335217.765625,empatica_bvp,baseline,,,
-30.53,1675335217.78125,empatica_bvp,baseline,,,
-23.73,1675335217.796875,empatica_bvp,baseline,,,
-16.67,1675335217.8125,empatica_bvp,baseline,,,
-10.12,1675335217.828125,empatica_bvp,baseline,,,
-4.68,1675335217.84375,empatica_bvp,baseline,,,
-0.73,1675335217.859375,empatica_bvp,baseline,,,
1.64,1675335217.875,empatica_bvp,baseline,,,
2.58,1675335217.890625,empatica_bvp,baseline,,,
2.31,1675335217.90625,empatica_bvp,baseline,,,
1.11,1675335217.921875,empatica_bvp,baseline,,,
-0.73,1675335217.9375,empatica_bvp,baseline,,,
-2.88,1675335217.953125,empatica_bvp,baseline,,,
-4.95,1675335217.96875,empatica_bvp,baseline,,,
-6.59,1675335217.984375,empatica_bvp,baseline,,,
-7.55,1675335218.0,empatica_bvp,baseline,,,
-7.84,1675335218.015625,empatica_bvp,baseline,,,
-7.76,1675335218.03125,empatica_bvp,baseline,,,
-7.82,1675335218.046875,empatica_bvp,baseline,,,
-8.54,1675335218.0625,empatica_bvp,baseline,,,
-10.18,1675335218.078125,empatica_bvp,baseline,,,
-12.56,1675335218.09375,empatica_bvp,baseline,,,
-15.22,1675335218.109375,empatica_bvp,baseline,,,
-17.57,1675335218.125,empatica_bvp,baseline,,,
-19.27,1675335218.140625,empatica_bvp,baseline,,,
-20.36,1675335218.15625,empatica_bvp,baseline,,,
-21.22,1675335218.171875,empatica_bvp,baseline,,,
-22.33,1675335218.1875,empatica_bvp,baseline,,,
-23.92,1675335218.203125,empatica_bvp,baseline,,,
-25.85,1675335218.21875,empatica_bvp,baseline,,,
-27.7,1675335218.234375,empatica_bvp,baseline,,,
-29.01,1675335218.25,empatica_bvp,baseline,,,
-29.44,1675335218.265625,empatica_bvp,baseline,,,
-28.94,1675335218.28125,empatica_bvp,baseline,,,
-27.68,1675335218.296875,empatica_bvp,baseline,,,
-25.83,1675335218.3125,empatica_bvp,baseline,,,
-23.46,1675335218.328125,empatica_bvp,baseline,,,
-20.44,1675335218.34375,empatica_bvp,baseline,,,
-16.51,1675335218.359375,empatica_bvp,baseline,,,
-11.37,1675335218.375,empatica_bvp,baseline,,,
-4.81,1675335218.390625,empatica_bvp,baseline,,,
3.34,1675335218.40625,empatica_bvp,baseline,,,
13.41,1675335218.421875,empatica_bvp,baseline,,,
25.95,1675335218.4375,empatica_bvp,baseline,,,
41.82,1675335218.453125,empatica_bvp,baseline,,,
61.85,1675335218.46875,empatica_bvp,baseline,,,
86.4,1675335218.484375,empatica_bvp,baseline,,,
114.81,1675335218.5,empatica_bvp,baseline,,,
145.33,1675335218.515625,empatica_bvp,baseline,,,
175.42,1675335218.53125,empatica_bvp,baseline,,,
202.47,1675335218.546875,empatica_bvp,baseline,,,
224.41,1675335218.5625,empatica_bvp,baseline,,,
239.9,1675335218.578125,empatica_bvp,baseline,,,
248.1,1675335218.59375,empatica_bvp,baseline,,,
248.28,1675335218.609375,empatica_bvp,baseline,,,
239.7,1675335218.625,empatica_bvp,baseline,,,
222.14,1675335218.640625,empatica_bvp,baseline,,,
196.69,1675335218.65625,empatica_bvp,baseline,,,
166.2,1675335218.671875,empatica_bvp,baseline,,,
134.84,1675335218.6875,empatica_bvp,baseline,,,
106.77,1675335218.703125,empatica_bvp,baseline,,,
84.56,1675335218.71875,empatica_bvp,baseline,,,
68.23,1675335218.734375,empatica_bvp,baseline,,,
55.68,1675335218.75,empatica_bvp,baseline,,,
44.1,1675335218.765625,empatica_bvp,baseline,,,
31.48,1675335218.78125,empatica_bvp,baseline,,,
17.58,1675335218.796875,empatica_bvp,baseline,,,
3.55,1675335218.8125,empatica_bvp,baseline,,,
-9.17,1675335218.828125,empatica_bvp,baseline,,,
-19.88,1675335218.84375,empatica_bvp,baseline,,,
-29.05,1675335218.859375,empatica_bvp,baseline,,,
-37.81,1675335218.875,empatica_bvp,baseline,,,
-47.16,1675335218.890625,empatica_bvp,baseline,,,
-57.27,1675335218.90625,empatica_bvp,baseline,,,
-67.52,1675335218.921875,empatica_bvp,baseline,,,
-76.94,1675335218.9375,empatica_bvp,baseline,,,
-84.83,1675335218.953125,empatica_bvp,baseline,,,
-91.07,1675335218.96875,empatica_bvp,baseline,,,
-95.96,1675335218.984375,empatica_bvp,baseline,,,
-99.91,1675335219.0,empatica_bvp,baseline,,,
-103.1,1675335219.015625,empatica_bvp,baseline,,,
-105.38,1675335219.03125,empatica_bvp,baseline,,,
-106.38,1675335219.046875,empatica_bvp,baseline,,,
-105.82,1675335219.0625,empatica_bvp,baseline,,,
-103.65,1675335219.078125,empatica_bvp,baseline,,,
-100.14,1675335219.09375,empatica_bvp,baseline,,,
-95.8,1675335219.109375,empatica_bvp,baseline,,,
-91.26,1675335219.125,empatica_bvp,baseline,,,
-87.07,1675335219.140625,empatica_bvp,baseline,,,
-83.5,1675335219.15625,empatica_bvp,baseline,,,
-80.57,1675335219.171875,empatica_bvp,baseline,,,
-78.01,1675335219.1875,empatica_bvp,baseline,,,
-75.41,1675335219.203125,empatica_bvp,baseline,,,
-72.39,1675335219.21875,empatica_bvp,baseline,,,
-68.77,1675335219.234375,empatica_bvp,baseline,,,
-64.72,1675335219.25,empatica_bvp,baseline,,,
-60.64,1675335219.265625,empatica_bvp,baseline,,,
-57.08,1675335219.28125,empatica_bvp,baseline,,,
-54.43,1675335219.296875,empatica_bvp,baseline,,,
-52.81,1675335219.3125,empatica_bvp,baseline,,,
-51.94,1675335219.328125,empatica_bvp,baseline,,,
-51.33,1675335219.34375,empatica_bvp,baseline,,,
-50.52,1675335219.359375,empatica_bvp,baseline,,,
-49.26,1675335219.375,empatica_bvp,baseline,,,
-47.67,1675335219.390625,empatica_bvp,baseline,,,
-46.18,1675335219.40625,empatica_bvp,baseline,,,
-45.3,1675335219.421875,empatica_bvp,baseline,,,
-45.37,1675335219.4375,empatica_bvp,baseline,,,
-46.41,1675335219.453125,empatica_bvp,baseline,,,
-48.08,1675335219.46875,empatica_bvp,baseline,,,
-49.83,1675335219.484375,empatica_bvp,baseline,,,
-51.01,1675335219.5,empatica_bvp,baseline,,,
-51.19,1675335219.515625,empatica_bvp,baseline,,,
-50.15,1675335219.53125,empatica_bvp,baseline,,,
-47.91,1675335219.546875,empatica_bvp,baseline,,,
-44.69,1675335219.5625,empatica_bvp,baseline,,,
-40.78,1675335219.578125,empatica_bvp,baseline,,,
-36.5,1675335219.59375,empatica_bvp,baseline,,,
-32.13,1675335219.609375,empatica_bvp,baseline,,,
