bvp,time,sensor,phase,eda,temp,PPG GREEN
-33.77,1597571336.8125,empatica_bvp,baseline,,,
-31.03,1597571336.828125,empatica_bvp,baseline,,,
-26.77,1597571336.84375,empatica_bvp,baseline,,,
-22.46,1597571336.859375,empatica_bvp,baseline,,,
-19.55,1597571336.875,empatica_bvp,baseline,,,
-18.92,1597571336.890625,empatica_bvp,baseline,,,
-20.47,1597571336.90625,empatica_bvp,baseline,,,
-23.15,1597571336.921875,empatica_bvp,baseline,,,
-25.26,1597571336.9375,empatica_bvp,baseline,,,
-25.1,1597571336.953125,empatica_bvp,baseline,,,
-21.47,1597571336.96875,empatica_bvp,baseline,,,
-14.01,1597571336.984375,empatica_bvp,baseline,,,
-3.18,1597571337.0,empatica_bvp,baseline,,,
9.87,1597571337.015625,empatica_bvp,baseline,,,
23.72,1597571337.03125,empatica_bvp,baseline,,,
36.97,1597571337.046875,empatica_bvp,baseline,,,
48.54,1597571337.0625,empatica_bvp,baseline,,,
57.8,1597571337.078125,empatica_bvp,baseline,,,
64.62,1597571337.09375,empatica_bvp,baseline,,,
69.22,1597571337.109375,empatica_bvp,baseline,,,
72.1,1597571337.125,empatica_bvp,baseline,,,
73.85,1597571337.140625,empatica_bvp,baseline,,,
75.11,1597571337.15625,empatica_bvp,baseline,,,
76.41,1597571337.171875,empatica_bvp,baseline,,,
78.02,1597571337.1875,empatica_bvp,baseline,,,
80.08,1597571337.203125,empatica_bvp,baseline,,,
82.62,1597571337.21875,empatica_bvp,baseline,,,
85.71,1597571337.234375,empatica_bvp,baseline,,,
89.52,1597571337.25,empatica_bvp,baseline,,,
94.17,1597571337.265625,empatica_bvp,baseline,,,
99.61,1597571337.28125,empatica_bvp,baseline,,,
105.5,1597571337.296875,empatica_bvp,baseline,,,
111.25,1597571337.3125,empatica_bvp,baseline,,,
116.28,1597571337.328125,empatica_bvp,baseline,,,
120.17,1597571337.34375,empatica_bvp,baseline,,,
122.81,1597571337.359375,empatica_bvp,baseline,,,
124.35,1597571337.375,empatica_bvp,baseline,,,
125.05,1597571337.390625,empatica_bvp,baseline,,,
125.21,1597571337.40625,empatica_bvp,baseline,,,
125.14,1597571337.421875,empatica_bvp,baseline,,,
125.18,1597571337.4375,empatica_bvp,baseline,,,
125.67,1597571337.453125,empatica_bvp,baseline,,,
126.81,1597571337.46875,empatica_bvp,baseline,,,
128.57,1597571337.484375,empatica_bvp,baseline,,,
130.53,1597571337.5,empatica_bvp,baseline,,,
132.13,1597571337.515625,empatica_bvp,baseline,,,
132.91,1597571337.53125,empatica_bvp,baseline,,,
132.74,1597571337.546875,empatica_bvp,baseline,,,
131.92,1597571337.5625,empatica_bvp,baseline,,,
130.95,1597571337.578125,empatica_bvp,baseline,,,
130.07,1597571337.59375,empatica_bvp,baseline,,,
129.0,1597571337.609375,empatica_bvp,baseline,,,
126.72,1597571337.625,empatica_bvp,baseline,,,
121.69,1597571337.640625,empatica_bvp,baseline,,,
112.28,1597571337.65625,empatica_bvp,baseline,,,
97.4,1597571337.671875,empatica_bvp,baseline,,,
76.8,1597571337.6875,empatica_bvp,baseline,,,
51.16,1597571337.703125,empatica_bvp,baseline,,,
21.8,1597571337.71875,empatica_bvp,baseline,,,
-9.76,1597571337.734375,empatica_bvp,baseline,,,
-42.22,1597571337.75,empatica_bvp,baseline,,,
-74.72,1597571337.765625,empatica_bvp,baseline,,,
-106.82,1597571337.78125,empatica_bvp,baseline,,,
-138.35,1597571337.796875,empatica_bvp,baseline,,,
-169.23,1597571337.8125,empatica_bvp,baseline,,,
-199.29,1597571337.828125,empatica_bvp,baseline,,,
-227.99,1597571337.84375,empatica_bvp,baseline,,,
-254.11,1597571337.859375,empatica_bvp,baseline,,,
-275.53,1597571337.875,empatica_bvp,baseline,,,
-289.42,1597571337.890625,empatica_bvp,baseline,,,
-292.85,1597571337.90625,empatica_bvp,baseline,,,
-283.89,1597571337.921875,empatica_bvp,baseline,,,
-262.52,1597571337.9375,empatica_bvp,baseline,,,
-231.0,1597571337.953125,empatica_bvp,baseline,,,
-193.42,1597571337.96875,empatica_bvp,baseline,,,
-154.51,1597571337.984375,empatica_bvp,baseline,,,
-118.44,1597571338.0,empatica_bvp,baseline,,,
-88.06,1597571338.015625,empatica_bvp,baseline,,,
-64.95,1597571338.03125,empatica_bvp,baseline,,,
-49.51,1597571338.046875,empatica_bvp,baseline,,,
-41.55,1597571338.0625,empatica_bvp,baseline,,,
-40.53,1597571338.078125,empatica_bvp,baseline,,,
-45.7,1597571338.09375,empatica_bvp,baseline,,,
-56.56,1597571338.109375,empatica_bvp,baseline,,,
-73.36,1597571338.125,empatica_bvp,baseline,,,
-97.6,1597571338.140625,empatica_bvp,baseline,,,
-131.52,1597571338.15625,empatica_bvp,baseline,,,
-176.61,1597571338.171875,empatica_bvp,baseline,,,
-231.37,1597571338.1875,empatica_bvp,baseline,,,
-290.06,1597571338.203125,empatica_bvp,baseline,,,
-343.23,1597571338.21875,empatica_bvp,baseline,,,
-380.44,1597571338.234375,empatica_bvp,baseline,,,
-393.99,1597571338.25,empatica_bvp,baseline,,,
-381.75,1597571338.265625,empatica_bvp,baseline,,,
-347.49,1597571338.28125,empatica_bvp,baseline,,,
-298.6,1597571338.296875,empatica_bvp,baseline,,,
-242.67,1597571338.3125,empatica_bvp,baseline,,,
-184.83,1597571338.328125,empatica_bvp,baseline,,,
-127.36,1597571338.34375,empatica_bvp,baseline,,,
-71.25,1597571338.359375,empatica_bvp,baseline,,,
-18.33,1597571338.375,empatica_bvp,baseline,,,
27.91,1597571338.390625,empatica_bvp,baseline,,,
63.31,1597571338.40625,empatica_bvp,baseline,,,
85.19,1597571338.421875,empatica_bvp,baseline,,,
94.05,1597571338.4375,empatica_bvp,baseline,,,
93.73,1597571338.453125,empatica_bvp,baseline,,,
89.61,1597571338.46875,empatica_bvp,baseline,,,
86.21,1597571338.484375,empatica_bvp,baseline,,,
85.5,1597571338.5,empatica_bvp,baseline,,,
86.79,1597571338.515625,empatica_bvp,baseline,,,
87.7,1597571338.53125,empatica_bvp,baseline,,,
86.06,1597571338.546875,empatica_bvp,baseline,,,
81.15,1597571338.5625,empatica_bvp,baseline,,,
73.89,1597571338.578125,empatica_bvp,baseline,,,
66.18,1597571338.59375,empatica_bvp,baseline,,,
59.81,1597571338.609375,empatica_bvp,baseline,,,
55.64,1597571338.625,empatica_bvp,baseline,,,
53.44,1597571338.640625,empatica_bvp,baseline,,,
52.04,1597571338.65625,empatica_bvp,baseline,,,
50.09,1597571338.671875,empatica_bvp,baseline,,,
46.56,1597571338.6875,empatica_bvp,baseline,,,
41.16,1597571338.703125,empatica_bvp,baseline,,,
34.33,1597571338.71875,empatica_bvp,baseline,,,
26.96,1597571338.734375,empatica_bvp,baseline,,,
19.95,1597571338.75,empatica_bvp,baseline,,,
13.83,1597571338.765625,empatica_bvp,baseline,,,
8.6,1597571338.78125,empatica_bvp,baseline,,,
3.82,1597571338.796875,empatica_bvp,baseline,,,
-1.13,1597571338.8125,empatica_bvp,baseline,,,
-6.69,1597571338.828125,empatica_bvp,baseline,,,
-13.06,1597571338.84375,empatica_bvp,baseline,,,
-20.2,1597571338.859375,empatica_bvp,baseline,,,
-28.15,1597571338.875,empatica_bvp,baseline,,,
-37.06,1597571338.890625,empatica_bvp,baseline,,,
-47.01,1597571338.90625,empatica_bvp,baseline,,,
-57.69,1597571338.921875,empatica_bvp,baseline,,,
-68.03,1597571338.9375,empatica_bvp,baseline,,,
-76.27,1597571338.953125,empatica_bvp,baseline,,,
-80.45,1597571338.96875,empatica_bvp,baseline,,,
-79.09,1597571338.984375,empatica_bvp,baseline,,,
-71.89,1597571339.0,empatica_bvp,baseline,,,
-59.81,1597571339.015625,empatica_bvp,baseline,,,
-44.7,1597571339.03125,empatica_bvp,baseline,,,
-28.73,1597571339.046875,empatica_bvp,baseline,,,
-13.6,1597571339.0625,empatica_bvp,baseline,,,
-0.38,1597571339.078125,empatica_bvp,baseline,,,
10.61,1597571339.09375,empatica_bvp,baseline,,,
19.45,1597571339.109375,empatica_bvp,baseline,,,
26.45,1597571339.125,empatica_bvp,baseline,,,
31.98,1597571339.140625,empatica_bvp,baseline,,,
36.29,1597571339.15625,empatica_bvp,baseline,,,
39.61,1597571339.171875,empatica_bvp,baseline,,,
42.06,1597571339.1875,empatica_bvp,baseline,,,
43.72,1597571339.203125,empatica_bvp,baseline,,,
44.69,1597571339.21875,empatica_bvp,baseline,,,
45.19,1597571339.234375,empatica_bvp,baseline,,,
45.54,1597571339.25,empatica_bvp,baseline,,,
46.07,1597571339.265625,empatica_bvp,baseline,,,
47.04,1597571339.28125,empatica_bvp,baseline,,,
48.46,1597571339.296875,empatica_bvp,baseline,,,
50.18,1597571339.3125,empatica_bvp,baseline,,,
51.95,1597571339.328125,empatica_bvp,baseline,,,
53.59,1597571339.34375,empatica_bvp,baseline,,,
55.07,1597571339.359375,empatica_bvp,baseline,,,
56.46,1597571339.375,empatica_bvp,baseline,,,
57.77,1597571339.390625,empatica_bvp,baseline,,,
58.86,1597571339.40625,empatica_bvp,baseline,,,
59.37,1597571339.421875,empatica_bvp,baseline,,,
58.91,1597571339.4375,empatica_bvp,baseline,,,
57.23,1597571339.453125,empatica_bvp,baseline,,,
54.5,1597571339.46875,empatica_bvp,baseline,,,
51.28,1597571339.484375,empatica_bvp,baseline,,,
48.31,1597571339.5,empatica_bvp,baseline,,,
46.15,1597571339.515625,empatica_bvp,baseline,,,
44.87,1597571339.53125,empatica_bvp,baseline,,,
43.99,1597571339.546875,empatica_bvp,baseline,,,
42.72,1597571339.5625,empatica_bvp,baseline,,,
40.38,1597571339.578125,empatica_bvp,baseline,,,
36.82,1597571339.59375,empatica_bvp,baseline,,,
32.38,1597571339.609375,empatica_bvp,baseline,,,
27.72,1597571339.625,empatica_bvp,baseline,,,
23.39,1597571339.640625,empatica_bvp,baseline,,,
19.49,1597571339.65625,empatica_bvp,baseline,,,
15.69,1597571339.671875,empatica_bvp,baseline,,,
11.51,1597571339.6875,empatica_bvp,baseline,,,
6.61,1597571339.703125,empatica_bvp,baseline,,,
1.01,1597571339.71875,empatica_bvp,baseline,,,
-4.93,1597571339.734375,empatica_bvp,baseline,,,
-10.75,1597571339.75,empatica_bvp,baseline,,,
-16.17,1597571339.765625,empatica_bvp,baseline,,,
-21.12,1597571339.78125,empatica_bvp,baseline,,,
-25.82,1597571339.796875,empatica_bvp,baseline,,,
-30.49,1597571339.8125,empatica_bvp,baseline,,,
-35.46,1597571339.828125,empatica_bvp,baseline,,,
-41.06,1597571339.84375,empatica_bvp,baseline,,,
-47.55,1597571339.859375,empatica_bvp,baseline,,,
-55.08,1597571339.875,empatica_bvp,baseline,,,
-63.33,1597571339.890625,empatica_bvp,baseline,,,
-71.34,1597571339.90625,empatica_bvp,baseline,,,
-77.54,1597571339.921875,empatica_bvp,baseline,,,
-80.08,1597571339.9375,empatica_bvp,baseline,,,
-77.59,1597571339.953125,empatica_bvp,baseline,,,
-69.61,1597571339.96875,empatica_bvp,baseline,,,
-56.93,1597571339.984375,empatica_bvp,baseline,,,
-41.21,1597571340.0,empatica_bvp,baseline,,,
-24.47,1597571340.015625,empatica_bvp,baseline,,,
-8.4,1597571340.03125,empatica_bvp,baseline,,,
5.97,1597571340.046875,empatica_bvp,baseline,,,
18.23,1597571340.0625,empatica_bvp,baseline,,,
28.35,1597571340.078125,empatica_bvp,baseline,,,
36.46,1597571340.09375,empatica_bvp,baseline,,,
42.67,1597571340.109375,empatica_bvp,baseline,,,
47.22,1597571340.125,empatica_bvp,baseline,,,
50.41,1597571340.140625,empatica_bvp,baseline,,,
52.69,1597571340.15625,empatica_bvp,baseline,,,
54.48,1597571340.171875,empatica_bvp,baseline,,,
56.0,1597571340.1875,empatica_bvp,baseline,,,
57.38,1597571340.203125,empatica_bvp,baseline,,,
58.63,1597571340.21875,empatica_bvp,baseline,,,
59.75,1597571340.234375,empatica_bvp,baseline,,,
60.79,1597571340.25,empatica_bvp,baseline,,,
61.79,1597571340.265625,empatica_bvp,baseline,,,
62.78,1597571340.28125,empatica_bvp,baseline,,,
63.75,1597571340.296875,empatica_bvp,baseline,,,
64.71,1597571340.3125,empatica_bvp,baseline,,,
65.68,1597571340.328125,empatica_bvp,baseline,,,
66.67,1597571340.34375,empatica_bvp,baseline,,,
67.55,1597571340.359375,empatica_bvp,baseline,,,
68.08,1597571340.375,empatica_bvp,baseline,,,
67.92,1597571340.390625,empatica_bvp,baseline,,,
66.86,1597571340.40625,empatica_bvp,baseline,,,
64.92,1597571340.421875,empatica_bvp,baseline,,,
62.47,1597571340.4375,empatica_bvp,baseline,,,
60.03,1597571340.453125,empatica_bvp,baseline,,,
58.03,1597571340.46875,empatica_bvp,baseline,,,
56.65,1597571340.484375,empatica_bvp,baseline,,,
55.73,1597571340.5,empatica_bvp,baseline,,,
54.9,1597571340.515625,empatica_bvp,baseline,,,
53.76,1597571340.53125,empatica_bvp,baseline,,,
52.14,1597571340.546875,empatica_bvp,baseline,,,
50.06,1597571340.5625,empatica_bvp,baseline,,,
47.76,1597571340.578125,empatica_bvp,baseline,,,
45.53,1597571340.59375,empatica_bvp,baseline,,,
43.54,1597571340.609375,empatica_bvp,baseline,,,
41.79,1597571340.625,empatica_bvp,baseline,,,
40.02,1597571340.640625,empatica_bvp,baseline,,,
37.89,1597571340.65625,empatica_bvp,baseline,,,
34.99,1597571340.671875,empatica_bvp,baseline,,,
31.11,1597571340.6875,empatica_bvp,baseline,,,
26.31,1597571340.703125,empatica_bvp,baseline,,,
20.98,1597571340.71875,empatica_bvp,baseline,,,
15.7,1597571340.734375,empatica_bvp,baseline,,,
11.0,1597571340.75,empatica_bvp,baseline,,,
7.12,1597571340.765625,empatica_bvp,baseline,,,
3.87,1597571340.78125,empatica_bvp,baseline,,,
0.76,1597571340.796875,empatica_bvp,baseline,,,
-2.82,1597571340.8125,empatica_bvp,baseline,,,
-7.23,1597571340.828125,empatica_bvp,baseline,,,
-12.43,1597571340.84375,empatica_bvp,baseline,,,
-18.02,1597571340.859375,empatica_bvp,baseline,,,
-23.38,1597571340.875,empatica_bvp,baseline,,,
-28.06,1597571340.890625,empatica_bvp,baseline,,,
-31.95,1597571340.90625,empatica_bvp,baseline,,,
-35.3,1597571340.921875,empatica_bvp,baseline,,,
-38.63,1597571340.9375,empatica_bvp,baseline,,,
-42.56,1597571340.953125,empatica_bvp,baseline,,,
-47.6,1597571340.96875,empatica_bvp,baseline,,,
-53.98,1597571340.984375,empatica_bvp,baseline,,,
-61.53,1597571341.0,empatica_bvp,baseline,,,
-69.5,1597571341.015625,empatica_bvp,baseline,,,
-76.51,1597571341.03125,empatica_bvp,baseline,,,
-80.73,1597571341.046875,empatica_bvp,baseline,,,
-80.39,1597571341.0625,empatica_bvp,baseline,,,
