bvp,time,sensor,phase,eda,temp,PPG GREEN
-39.66,1551189102.171875,empatica_bvp,baseline,,,
-45.6,1551189102.1875,empatica_bvp,baseline,,,
-48.4,1551189102.203125,empatica_bvp,baseline,,,
-48.15,1551189102.21875,empatica_bvp,baseline,,,
-45.3,1551189102.234375,empatica_bvp,baseline,,,
-40.63,1551189102.25,empatica_bvp,baseline,,,
-34.98,1551189102.265625,empatica_bvp,baseline,,,
-29.14,1551189102.28125,empatica_bvp,baseline,,,
-23.69,1551189102.296875,empatica_bvp,baseline,,,
-19.02,1551189102.3125,empatica_bvp,baseline,,,
-15.31,1551189102.328125,empatica_bvp,baseline,,,
-12.7,1551189102.34375,empatica_bvp,baseline,,,
-11.29,1551189102.359375,empatica_bvp,baseline,,,
-11.16,1551189102.375,empatica_bvp,baseline,,,
-12.28,1551189102.390625,empatica_bvp,baseline,,,
-14.41,1551189102.40625,empatica_bvp,baseline,,,
-17.21,1551189102.421875,empatica_bvp,baseline,,,
-20.24,1551189102.4375,empatica_bvp,baseline,,,
-23.23,1551189102.453125,empatica_bvp,baseline,,,
-26.19,1551189102.46875,empatica_bvp,baseline,,,
-29.36,1551189102.484375,empatica_bvp,baseline,,,
-33.15,1551189102.5,empatica_bvp,baseline,,,
-37.83,1551189102.515625,empatica_bvp,baseline,,,
-43.4,1551189102.53125,empatica_bvp,baseline,,,
-49.44,1551189102.546875,empatica_bvp,baseline,,,
-55.29,1551189102.5625,empatica_bvp,baseline,,,
-60.17,1551189102.578125,empatica_bvp,baseline,,,
-63.43,1551189102.59375,empatica_bvp,baseline,,,
-64.7,1551189102.609375,empatica_bvp,baseline,,,
-63.95,1551189102.625,empatica_bvp,baseline,,,
-61.54,1551189102.640625,empatica_bvp,baseline,,,
-58.07,1551189102.65625,empatica_bvp,baseline,,,
-54.29,1551189102.671875,empatica_bvp,baseline,,,
-50.82,1551189102.6875,empatica_bvp,baseline,,,
-48.12,1551189102.703125,empatica_bvp,baseline,,,
-46.39,1551189102.71875,empatica_bvp,baseline,,,
-45.61,1551189102.734375,empatica_bvp,baseline,,,
-45.62,1551189102.75,empatica_bvp,baseline,,,
-46.03,1551189102.765625,empatica_bvp,baseline,,,
-46.25,1551189102.78125,empatica_bvp,baseline,,,
-45.45,1551189102.796875,empatica_bvp,baseline,,,
-42.71,1551189102.8125,empatica_bvp,baseline,,,
-37.33,1551189102.828125,empatica_bvp,baseline,,,
-29.11,1551189102.84375,empatica_bvp,baseline,,,
-18.57,1551189102.859375,empatica_bvp,baseline,,,
-6.81,1551189102.875,empatica_bvp,baseline,,,
4.8,1551189102.890625,empatica_bvp,baseline,,,
15.19,1551189102.90625,empatica_bvp,baseline,,,
23.92,1551189102.921875,empatica_bvp,baseline,,,
31.3,1551189102.9375,empatica_bvp,baseline,,,
38.06,1551189102.953125,empatica_bvp,baseline,,,
44.9,1551189102.96875,empatica_bvp,baseline,,,
52.12,1551189102.984375,empatica_bvp,baseline,,,
59.45,1551189103.0,empatica_bvp,baseline,,,
66.21,1551189103.015625,empatica_bvp,baseline,,,
71.66,1551189103.03125,empatica_bvp,baseline,,,
