timestamp,bvp,eda,temp,PPG GREEN
1677486426.0,64.0,4.0,4.0,2097152.0
1677486426.015625,-0.0,0.0,34.25,2386264.0
1677486426.03125,-0.0,0.838918,34.25,2386534.0
1677486426.046875,-0.0,1.186279,34.25,2386527.0
1677486426.0625,-0.0,1.624379,34.25,2386566.0
1677486426.078125,-0.0,1.957484,34.25,2386535.0
1677486426.09375,-0.0,1.942314,34.25,2386254.0
1677486426.109375,-0.0,1.947437,34.25,2385601.0
1677486426.125,-0.0,1.947437,34.25,2384866.0
1677486426.140625,-0.0,1.95256,34.25,2383939.0
1677486426.15625,-0.0,1.948717,34.25,2115551.0
1677486426.171875,0.0,1.951279,34.25,2115705.0
1677486426.1875,0.01,1.949998,34.25,2115724.0
1677486426.203125,0.01,1.944875,34.27,2115510.0
1677486426.21875,-0.0,1.938471,34.27,2115080.0
1677486426.234375,-0.03,1.934629,34.27,2103245.0
1677486426.25,-0.05,1.938471,34.27,2103476.0
1677486426.265625,-0.05,1.93719,34.25,2104146.0
1677486426.28125,0.0,1.93719,34.25,2104308.0
1677486426.296875,0.13,1.939752,34.25,2117032.0
1677486426.3125,0.36,1.938471,34.25,2104270.0
1677486426.328125,0.66,1.93591,34.25,2117674.0
1677486426.34375,1.01,1.934629,34.25,2115953.0
1677486426.359375,1.37,1.930786,34.25,2115609.0
1677486426.375,1.72,1.924382,34.25,2112701.0
1677486426.390625,2.06,1.925663,34.25,2114644.0
1677486426.40625,2.4,1.924382,34.25,2114418.0
1677486426.421875,2.79,1.928225,34.25,2113503.0
1677486426.4375,3.24,1.938471,34.25,2109067.0
1677486426.453125,3.8,1.95256,34.25,2109133.0
1677486426.46875,4.42,1.967929,34.25,2109409.0
1677486426.484375,5.06,1.978176,34.25,2108399.0
1677486426.5,5.66,1.982018,34.25,2108820.0
1677486426.515625,6.2,1.98586,34.27,2109279.0
1677486426.53125,6.68,1.98586,34.27,2113315.0
1677486426.546875,7.15,1.98586,34.27,2125494.0
